id,runtime,budget,revenue,film_id
7137,1h 32 min,"$6,000,000","$21,200,000",7137
7138,1h 37 min,,,7138
7139,1h 43 min,"$31,000,000","$56,500,758",7139
7140,1h 26 min,,,7140
7141,1h 34 min,"$15,000,000","$2,500,000",7141
7142,1h 10 min,,,7142
7143,1h 51 min,"$38,000,000","$49,678,401",7143
7144,1h 44 min,"$30,000,000","$109,000,000",7144
7145,1h 44 min,"$17,000,000","$63,102,666",7145
7146,1h 32 min,"$3,200,000","$658,573",7146
7147,1h 29 min,"$50,000,000","$53,431,158",7147
7148,1h 35 min,,,7148
7149,1h 34 min,"$8,000,000","$45,600,000",7149
7150,2h 9 min,"$65,000,000","$163,200,000",7150
7151,1h 34 min,,,7151
7152,2h 1 min,"$25,000,000","$5,151,023",7152
7153,1h 55 min,"$43,000,000","$35,164,920",7153
7154,1h 53 min,"$25,000,000","$1,037,335",7154
7155,1h 30 min,,"$948,753",7155
7156,1h 43 min,"$28,000,000","$38,159,905",7156
7157,1h 35 min,"$30,000,000","$57,400,547",7157
7158,2h 10 min,,"$187,432",7158
7159,1h 47 min,,,7159
7160,2h 2 min,"$97,000,000","$240,891,763",7160
7161,1h 27 min,"$80,000,000","$126,500,000",7161
7162,1h 39 min,"$80,000,000","$212,874,864",7162
7163,1h 56 min,,"$81,303,447",7163
7164,1h 50 min,"$4,000,000","$11,832,822",7164
7165,1h 30 min,,,7165
7166,1h 40 min,"$10,000,000","$17,700,000",7166
7167,1h 48 min,"$18,000,000","$13,600,000",7167
7168,1h 50 min,"$745,971","$3,335,913",7168
7169,1h 30 min,"$20,000,000","$18,599,102",7169
7170,1h 48 min,"$3,000,000",,7170
7171,1h 50 min,,"$37,803,872",7171
7172,1h 43 min,"$38,000,000","$16,000,000",7172
7173,1h 25 min,,,7173
7174,1h 35 min,,,7174
7175,1h 41 min,"$17,000,000","$78,247,647",7175
7176,1h 30 min,"$19,000,000","$107,516,369",7176
7177,1h 32 min,"$93,000,000","$368,780,809",7177
7178,1h 59 min,"$50,000,000","$173,700,000",7178
7179,1h 41 min,"$80,000,000","$247,022,278",7179
7180,1h 45 min,"$150,000,000","$413,106,170",7180
7181,1h 33 min,"$25,000,000","$9,381,260",7181
7182,1h 55 min,,"$48,143,579",7182
7183,1h 34 min,"$18,000,000","$2,300,000",7183
7184,1h 35 min,,,7184
7185,1h 42 min,"$16,000,000","$2,084,628",7185
7186,1h 40 min,"$130,000,000","$150,406,466",7186
7187,1h 38 min,,"$8,720,000",7187
7188,1h 46 min,"$75,000,000","$195,745,823",7188
7189,1h 39 min,"$60,000,000",,7189
7190,1h 35 min,"$17,500,000","$14,717,854",7190
7191,1h 18 min,"$850,000","$90,000,000",7191
7192,1h 59 min,"$50,000,000","$49,700,000",7192
7193,1h 35 min,,,7193
7194,1h 45 min,"$12,560,000","$42,700,000",7194
7195,1h 48 min,"$13,300,000","$5,735,963",7195
7196,1h 33 min,"$5,000,000","$21,200,000",7196
7197,1h 35 min,,,7197
7198,1h 45 min,"$30,000,000",,7198
7199,1h 45 min,"$47,000,000","$103,738,726",7199
7200,1h 40 min,"$6,000,000",,7200
7201,1h 50 min,"$15,000,000","$30,102,717",7201
7202,1h 41 min,"$20,000,000","$12,482,775",7202
7203,1h 42 min,"$30,000,000","$10,023,153",7203
7204,1h 51 min,"$150,000,000","$290,061,297",7204
7205,1h 45 min,,"$4,626,678",7205
7206,1h 35 min,"$32,000,000","$129,000,000",7206
7207,1h 47 min,"$85,000,000","$346,118,277",7207
7208,1h 32 min,,"$5,751,882",7208
7209,1h 51 min,,"$5,040,860",7209
7210,1h 32 min,,,7210
7211,2h 17 min,"$16,000,000","$4,796,993",7211
7212,1h 35 min,,,7212
7213,2h 0 min,"$50,000,000","$56,714,147",7213
7214,1h 31 min,"$16,000,000","$50,517,763",7214
7215,1h 37 min,"$22,000,000","$413,454",7215
7216,1h 38 min,,,7216
7217,1h 31 min,"$6,000,000","$33,224,654",7217
7218,1h 45 min,"$30,000,000","$61,700,416",7218
7219,1h 30 min,,,7219
7220,1h 34 min,"$24,000,000","$99,965,753",7220
7221,1h 34 min,"$24,000,000","$99,965,753",7221
7222,1h 20 min,,"$3,400,000",7222
7223,1h 7 min,"$40,000,000",,7223
7224,1h 40 min,"$22,000,000","$8,564,586",7224
7225,1h 43 min,"$43,000,000","$62,198,945",7225
7226,1h 34 min,,,7226
7227,1h 46 min,"$200,000,000","$559,852,396",7227
7228,1h 35 min,,,7228
7229,1h 34 min,"$1,000,000","$602,302",7229
7230,1h 55 min,"$50,000,000","$88,300,000",7230
7231,1h 44 min,"$35,000,000","$76,700,000",7231
7232,2h 9 min,"$12,000,000","$42,100,000",7232
7233,1h 35 min,"$17,000,000","$20,455,276",7233
7234,2h 9 min,"$9,000,000","$14,200,000",7234
7235,2h 40 min,"$45,000,000","$9,323,833",7235
7236,2h 3 min,"$125,000,000","$546,388,108",7236
7237,1h 39 min,"$9,700,000","$154,701",7237
7238,1h 32 min,,"$70,958",7238
7239,1h 40 min,,,7239
7240,1h 50 min,"$5,000,000","$85,196,485",7240
7241,1h 50 min,"$5,000,000","$85,196,485",7241
7242,2h 25 min,"$4,200,000","$42,918,532",7242
7243,1h 40 min,,"$34,673,095",7243
7244,1h 26 min,"$34,000,000","$95,608,995",7244
7245,1h 44 min,,,7245
7246,1h 39 min,"$9,000,000","$81,700,000",7246
7247,1h 31 min,,,7247
7248,1h 43 min,"$18,000,000","$41,382,841",7248
7249,1h 27 min,"$18,000,000","$68,844,775",7249
7250,1h 41 min,,,7250
7251,1h 25 min,,,7251
7252,1h 31 min,"$8,000,000",,7252
7253,1h 41 min,"$20,000,000","$26,877,589",7253
7254,1h 27 min,"$13,000,000","$428,868",7254
7255,1h 39 min,,,7255
7256,2h 3 min,"$83,000,000",,7256
7257,1h 33 min,"$11,000,000","$12,935,800",7257
7258,1h 40 min,"$25,000,000","$26,800,152",7258
7259,1h 29 min,"$80,000,000","$122,400,000",7259
7260,1h 35 min,"$18,000,000","$72,200,000",7260
7261,2h 9 min,"$75,000,000","$142,400,000",7261
7262,1h 40 min,,"$3,967,001",7262
7263,1h 17 min,,"$2,727,971",7263
7264,1h 38 min,"$15,000,000","$3,533,227",7264
7265,1h 42 min,,"$2,627,605",7265
7266,1h 27 min,,,7266
7267,1h 33 min,"$7,000,000","$7,644,937",7267
7268,1h 40 min,"$5,000,000","$2,379,154",7268
7269,0h 5 min,"$300,000","$123,967",7269
7270,1h 14 min,"$3,500,000","$39,091",7270
7271,1h 36 min,"$4,000,000","$1,031,243",7271
7272,1h 23 min,"$10,000,000","$194,243",7272
7273,1h 32 min,"$3,000,000","$3,982,459",7273
7274,1h 22 min,,"$124,191",7274
7275,1h 32 min,"$3,000,000","$19,444,631",7275
7276,1h 30 min,"$11,000,000",,7276
7277,1h 36 min,,,7277
7278,1h 40 min,,"$919,591",7278
7279,1h 38 min,"$8,500,000","$68,282,844",7279
7280,1h 42 min,"$26,000,000","$94,900,635",7280
7281,1h 40 min,"$6,500,000","$11,152,071",7281
7282,1h 30 min,"$11,000,000",,7282
7283,1h 33 min,"$8,900,000","$4,100,000",7283
7284,1h 48 min,"$15,000,000","$32,600,000",7284
7285,1h 47 min,"$40,000,000","$312,200,000",7285
7286,1h 41 min,"$10,000,000","$610,986",7286
7287,1h 49 min,"$150,000,000","$215,300,000",7287
7288,1h 35 min,"$4,800,000",,7288
7289,1h 49 min,"$120,000,000","$221,600,160",7289
7290,1h 23 min,,"$2,405,143",7290
7291,2h 13 min,,,7291
7292,1h 32 min,,,7292
7293,1h 30 min,"$35,000,000","$93,320,380",7293
7294,1h 43 min,,"$1,611,000",7294
7295,1h 39 min,"$30,000,000","$62,300,000",7295
7296,1h 32 min,"$15,000,000","$151,831,537",7296
7297,2h 3 min,"$7,000,000","$79,666,653",7297
7298,1h 27 min,"$49,000,000","$72,689,126",7298
7299,1h 20 min,,,7299
7300,1h 37 min,"$11,000,000","$10,500,000",7300
7301,1h 57 min,"$17,000,000","$6,740,470",7301
7302,1h 33 min,"$27,000,000","$12,881,605",7302
7303,1h 41 min,"$25,000,000","$52,395,996",7303
7304,1h 45 min,"$60,000,000","$135,500,000",7304
7305,1h 51 min,"$24,000,000","$65,595,485",7305
7306,1h 43 min,"$65,000,000","$90,726,668",7306
7307,1h 34 min,"$20,000,000","$52,186,426",7307
7308,1h 37 min,"$12,000,000","$27,020,284",7308
7309,1h 42 min,"$110,000,000","$337,580,051",7309
7310,1h 26 min,"$9,000,000","$82,391,145",7310
7311,1h 36 min,,"$992,103",7311
7312,2h 10 min,,,7312
7313,2h 3 min,"$87,500,000","$127,461,872",7313
7314,1h 42 min,"$12,000,000","$26,117,471",7314
7315,1h 54 min,"$37,000,000","$96,047,633",7315
7316,1h 25 min,"$1,100,000","$671,382",7316
7317,1h 28 min,,"$38,229,000",7317
7318,1h 42 min,"$40,000,000","$8,694,320",7318
7319,1h 48 min,,"$2,679,585",7319
7320,1h 40 min,"$16,000,000","$1,600,000",7320
7321,1h 28 min,"$2,000,000",,7321
7322,1h 31 min,"$14,000,000","$39,673,161",7322
7323,1h 51 min,"$15,000,000","$201,957,688",7323
7324,1h 34 min,,,7324
7325,1h 44 min,"$125,000,000","$64,493,915",7325
7326,1h 40 min,,,7326
7327,1h 14 min,"$5,000,000",,7327
7328,1h 56 min,"$70,000,000","$309,500,000",7328
7329,1h 25 min,"$3,400,000",,7329
7330,1h 36 min,"$14,000,000","$13,657,649",7330
7331,1h 36 min,"$4,000,000",,7331
7332,1h 41 min,"$35,000,000","$20,298,207",7332
7333,1h 27 min,"$25,000,000","$49,042,224",7333
7334,1h 31 min,"$2,200,000","$32,981,717",7334
7335,2h 19 min,"$200,000,000","$96,175,599",7335
7336,1h 43 min,"$20,000,000",,7336
7337,1h 43 min,"$25,000,000","$7,027,290",7337
7338,1h 48 min,"$12,500,000","$29,888,235",7338
7339,1h 33 min,"$25,000,000","$118,900,000",7339
7340,1h 51 min,"$20,000,000","$104,374,176",7340
7341,2h 8 min,"$25,500,000","$2,415,472",7341
7342,1h 35 min,,,7342
7343,1h 20 min,"$300,000","$8,000,000",7343
7344,1h 38 min,"$4,000,000","$8,095,658",7344
7345,1h 45 min,"$18,000,000","$29,844,101",7345
7346,1h 56 min,"$68,000,000","$118,100,000",7346
7347,2h 15 min,"$55,000,000","$141,047,179",7347
7348,1h 44 min,"$20,000,000","$171,504,781",7348
7349,1h 22 min,,,7349
7350,1h 33 min,,,7350
7351,1h 44 min,,"$53,647",7351
7352,2h 5 min,"$70,000,000","$131,002,597",7352
7353,1h 33 min,"$53,000,000","$118,200,000",7353
7354,1h 43 min,"$12,000,000","$4,400,000",7354
7355,1h 45 min,"$55,000,000","$154,906,693",7355
7356,1h 58 min,"$42,000,000","$35,402,320",7356
7357,1h 34 min,"$67,000,000","$49,169,594",7357
7358,1h 47 min,"$8,500,000","$770,706",7358
7359,1h 48 min,"$22,000,000","$41,771,168",7359
7360,1h 41 min,"$25,000,000","$56,500,000",7360
7361,1h 35 min,"$105,000,000","$408,579,038",7361
7362,1h 52 min,"$35,000,000","$42,930,462",7362
7363,1h 56 min,,"$100,345",7363
7364,1h 34 min,,"$427,335",7364
7365,1h 30 min,,,7365
7366,1h 53 min,"$20,000,000","$8,600,000",7366
7367,1h 33 min,"$60,000,000","$87,000,000",7367
7368,1h 18 min,,"$22,501,596",7368
7369,1h 49 min,,,7369
7370,1h 28 min,,"$1,169,603",7370
7371,1h 45 min,"$25,000,000","$2,054,941",7371
7372,1h 42 min,"$15,000,000",,7372
7373,1h 44 min,"$75,000,000","$152,930,623",7373
7374,1h 33 min,"$25,000,000","$2,000,000",7374
7375,1h 42 min,"$21,000,000",,7375
7376,1h 38 min,"$40,000,000","$141,591,324",7376
7377,2h 0 min,"$110,000,000","$179,246,868",7377
7378,2h 29 min,"$215,000,000","$260,500,000",7378
7379,1h 27 min,,"$15,187,789",7379
7380,1h 31 min,"$40,000,000","$22,044,277",7380
7381,1h 35 min,"$15,000,000",,7381
7382,1h 45 min,"$40,000,000","$29,900,000",7382
7383,1h 33 min,"$74,000,000","$311,594,032",7383
7384,1h 37 min,,"$40,152,148",7384
7385,1h 53 min,"$20,000,000","$8,600,000",7385
7386,1h 42 min,,,7386
7387,1h 58 min,"$4,500,000","$5,078,400",7387
7388,1h 53 min,"$40,000,000","$44,907,260",7388
7389,1h 33 min,"$5,650,000","$31,000",7389
7390,1h 43 min,"$18,000,000","$28,600,000",7390
7391,1h 50 min,"$10,000,000","$49,998,613",7391
7392,1h 29 min,"$40,000,000","$19,322,135",7392
7393,1h 27 min,,,7393
7394,1h 20 min,,,7394
7395,1h 44 min,"$11,000,000",,7395
7396,2h 14 min,"$55,000,000","$127,600,435",7396
7397,1h 48 min,,,7397
7398,2h 1 min,"$5,000,000","$24,487,848",7398
7399,2h 27 min,"$100,000,000","$290,700,000",7399
7400,1h 28 min,"$55,000,000","$152,300,000",7400
7401,1h 45 min,"$10,000,000","$25,196,249",7401
7402,1h 33 min,"$12,000,000","$46,044,400",7402
7403,2h 7 min,"$30,000,000","$59,945,183",7403
7404,1h 36 min,"$70,000,000","$76,066,841",7404
7405,1h 54 min,,,7405
7406,1h 56 min,"$69,000,000","$177,900,000",7406
7407,1h 37 min,,,7407
7408,2h 3 min,"$35,000,000","$57,800,000",7408
7409,1h 50 min,"$15,000,000",,7409
7410,1h 50 min,"$25,000,000","$1,308,242",7410
7411,1h 42 min,,,7411
7412,1h 44 min,"$8,000,000","$37,461,274",7412
7413,1h 53 min,"$28,000,000","$53,260,230",7413
7414,1h 39 min,"$35,000,000","$219,400,000",7414
7415,1h 47 min,,"$1,200,000",7415
7416,2h 9 min,"$50,000,000","$107,000,000",7416
7417,1h 39 min,"$120,000,000","$59,500,000",7417
7418,2h 6 min,,"$16,803,753",7418
7419,1h 34 min,"$3,000,000","$21,401,949",7419
7420,1h 47 min,,"$1,770,376",7420
7421,1h 47 min,,"$1,770,376",7421
7422,1h 44 min,"$8,000,000","$10,130,000",7422
7423,1h 37 min,"$5,000,000","$346,592",7423
7424,1h 37 min,,,7424
7425,1h 25 min,"$15,000,000","$11,992,014",7425
7426,1h 57 min,"$5,000,000","$52,700,000",7426
7427,1h 51 min,,,7427
7428,1h 26 min,"$84,000,000","$275,650,703",7428
7429,1h 38 min,,,7429
7430,1h 55 min,"$80,000,000","$159,212,469",7430
7431,1h 29 min,"$1,229,578","$3,238,539",7431
7432,1h 38 min,,"$30,810,658",7432
7433,1h 36 min,"$28,000,000","$27,100,000",7433
7434,1h 41 min,"$35,000,000","$45,479,110",7434
7435,1h 33 min,"$28,210,303","$11,247,280",7435
7436,2h 0 min,"$300,000,000","$661,326,987",7436
7437,1h 42 min,"$32,000,000","$42,045,846",7437
7438,1h 42 min,"$70,000,000","$164,839,294",7438
7439,1h 25 min,"$15,000,000","$27,200,000",7439
7440,1h 35 min,,,7440
7441,1h 35 min,,,7441
7442,1h 47 min,"$110,000,000","$169,801,921",7442
7443,1h 31 min,,,7443
7444,1h 53 min,"$150,000,000","$245,527,149",7444
7445,1h 28 min,"$30,000,000","$10,772,144",7445
7446,2h 1 min,"$100,000,000","$212,000,000",7446
7447,1h 35 min,,,7447
7448,1h 48 min,"$7,110,000","$4,248,574",7448
7449,1h 44 min,,,7449
7450,1h 39 min,"$22,000,000","$9,418,365",7450
7451,1h 33 min,"$20,000,000","$11,585,483",7451
7452,1h 49 min,"$36,000,000","$44,350,926",7452
7453,1h 36 min,,"$9,750,139",7453
7454,1h 32 min,,,7454
7455,1h 38 min,,,7455
7456,1h 32 min,,"$19,684",7456
7457,1h 33 min,"$45,000,000","$101,702,060",7457
7458,1h 38 min,,,7458
7459,1h 35 min,,,7459
7460,1h 20 min,"$10,000,000","$33,583,175",7460
7461,1h 21 min,"$10,000,000","$72,000,000",7461
7462,1h 39 min,"$7,500,000","$18,869,631",7462
7463,1h 38 min,"$8,000,000","$14,788,642",7463
7464,2h 13 min,"$70,000,000","$134,748,021",7464
7465,1h 48 min,"$25,400,000","$17,100,000",7465
7466,1h 39 min,"$20,000,000","$30,715,465",7466
7467,1h 35 min,,,7467
7468,1h 35 min,"$40,000,000","$48,198,019",7468
7469,1h 33 min,"$80,000,000","$181,466,833",7469
7470,2h 1 min,"$75,000,000","$220,000,000",7470
7471,1h 35 min,"$20,000,000","$34,600,000",7471
7472,1h 45 min,"$274,800,000","$207,089,999",7472
7473,1h 42 min,"$53,000,000","$29,700,000",7473
7474,1h 40 min,"$15,000,000","$20,609,977",7474
7475,1h 28 min,"$25,000,000","$5,796,630",7475
7476,1h 41 min,"$80,000,000","$98,376,292",7476
7477,1h 24 min,"$2,000,000","$239,828",7477
7478,1h 40 min,,,7478
7479,1h 47 min,"$30,000,000",,7479
7480,1h 42 min,,"$21,760,000",7480
7481,1h 24 min,"$133,000,000","$300,100,000",7481
7482,1h 25 min,"$7,000,000","$23,280,529",7482
7483,1h 53 min,"$180,000,000","$372,200,000",7483
7484,1h 40 min,,"$217,427",7484
7485,1h 23 min,,,7485
7486,1h 36 min,,,7486
7487,1h 47 min,"$27,000,000","$4,551,565",7487
7488,1h 30 min,,"$2,141,798",7488
7489,1h 12 min,,"$9,317,021",7489
7490,1h 31 min,"$10,000,000","$4,791,599",7490
7491,1h 24 min,,"$5,805,279",7491
7492,1h 57 min,,,7492
7493,1h 27 min,"$7,600,000","$55,600,000",7493
7494,1h 40 min,"$12,000,000",,7494
7495,1h 30 min,"$20,000,000","$29,200,000",7495
7496,1h 45 min,"$30,000,000","$25,480,490",7496
7497,2h 14 min,"$80,000,000","$31,245,810",7497
7498,1h 12 min,,,7498
7499,1h 32 min,"$12,000,000","$37,170,057",7499
7500,2h 2 min,"$75,000,000","$55,700,000",7500
7501,2h 2 min,"$75,000,000","$55,700,000",7501
7502,2h 0 min,,"$64,236,772",7502
7503,1h 34 min,,"$10,748,185",7503
7504,1h 29 min,"$25,000,000","$50,671,850",7504
7505,1h 35 min,"$56,000,000","$198,636,868",7505
7506,1h 47 min,"$40,000,000","$25,804,707",7506
7507,1h 55 min,"$200,000,000","$371,353,001",7507
7508,1h 37 min,"$60,000,000","$300,200,000",7508
7509,1h 55 min,"$100,000,000","$242,295,562",7509
7510,1h 44 min,"$4,500,000","$27,399,597",7510
7511,1h 38 min,"$33,000,000","$77,100,000",7511
7512,1h 28 min,"$50,000,000","$226,349,749",7512
7513,1h 33 min,"$48,000,000","$90,383,208",7513
7514,1h 40 min,,,7514
7515,1h 40 min,,,7515
7516,1h 26 min,"$6,900,000",,7516
7517,1h 28 min,"$4,000,000","$1,104,682",7517
7518,1h 16 min,"$110,000,000","$145,358,062",7518
7519,1h 32 min,,,7519
7520,1h 37 min,"$30,000,000","$116,643,421",7520
7521,1h 25 min,,,7521
7522,2h 34 min,"$217,000,000","$605,425,157",7522
7523,1h 58 min,"$70,000,000","$154,984,035",7523
7524,1h 30 min,,,7524
7525,2h 2 min,"$35,000,000","$30,526,509",7525
7526,1h 58 min,"$12,500,000","$21,000,000",7526
7527,1h 29 min,,,7527
7528,1h 34 min,,,7528
7529,1h 41 min,"$18,000,000",,7529
7530,1h 42 min,"$8,000,000","$40,600,000",7530
7531,1h 35 min,,,7531
7532,1h 35 min,,,7532
7533,1h 56 min,"$30,000,000","$60,864,870",7533
7534,1h 37 min,"$4,000,000","$488,000",7534
7535,1h 52 min,"$10,000,000",,7535
7536,1h 29 min,"$50,000,000","$160,600,000",7536
7537,1h 31 min,"$16,000,000","$32,155,047",7537
7538,1h 56 min,,"$2,209,322",7538
7539,1h 35 min,"$66,000","$3,758,846",7539
7540,1h 31 min,"$22,000,000","$41,087,017",7540
7541,1h 55 min,"$23,000,000","$105,900,000",7541
7542,1h 55 min,,,7542
7543,1h 27 min,,,7543
7544,2h 14 min,"$36,000,000","$160,000,000",7544
7545,1h 30 min,"$23,000,000","$185,991,646",7545
7546,1h 45 min,"$20,000,000",,7546
7547,1h 22 min,,,7547
7548,1h 48 min,"$25,000,000","$48,100,000",7548
7549,1h 57 min,,,7549
7550,1h 43 min,"$5,000,000",,7550
7551,1h 34 min,,"$95,208",7551
7552,1h 48 min,"$3,500,000","$615,816",7552
7553,1h 43 min,"$3,500,000","$255,000",7553
7554,1h 49 min,,"$4,154,000",7554
7555,1h 35 min,"$8,500,000","$23,700,000",7555
7556,1h 50 min,,"$6,585,516",7556
7557,1h 35 min,"$32,500,000","$88,314,672",7557
7558,1h 52 min,"$22,000,000","$851,517",7558
7559,1h 29 min,,,7559
7560,1h 54 min,,,7560
7561,1h 30 min,,,7561
7562,2h 12 min,"$5,000,000",,7562
7563,1h 38 min,,,7563
7564,1h 48 min,,,7564
7565,1h 33 min,,,7565
7566,1h 31 min,"$22,700,000","$62,794,894",7566
7567,2h 4 min,"$50,000,000","$110,463,140",7567
7568,1h 55 min,"$85,000,000","$187,134,117",7568
7569,1h 38 min,,,7569
7570,1h 25 min,,"$1,900,000",7570
7571,2h 8 min,"$10,530,000","$1,400,000",7571
7572,1h 55 min,"$7,000,000","$1,947,099",7572
7573,1h 28 min,"$5,000,000",,7573
7574,1h 37 min,,,7574
7575,1h 29 min,,,7575
7576,1h 32 min,"$14,000,000","$85,400,000",7576
7577,1h 48 min,"$50,000,000","$150,300,000",7577
7578,1h 44 min,,"$1,473,809",7578
7579,1h 16 min,"$500,000","$410,129",7579
7580,1h 24 min,,,7580
7581,1h 48 min,"$30,000,000","$108,609,310",7581
7582,1h 22 min,,,7582
7583,1h 58 min,"$35,000,000","$46,216,641",7583
7584,1h 36 min,,,7584
7585,1h 33 min,,"$15,291,277",7585
7586,2h 1 min,"$27,000,000","$16,916,617",7586
7587,1h 31 min,"$25,000,000","$77,411,570",7587
7588,1h 34 min,"$15,000,000","$12,371,132",7588
7589,1h 56 min,"$40,000,000","$86,400,000",7589
7590,1h 28 min,,,7590
7591,1h 31 min,"$1,500,000",,7591
7592,1h 33 min,"$25,000,000","$36,400,000",7592
7593,1h 59 min,"$100,000,000","$103,039,258",7593
7594,1h 49 min,,"$12,000,000",7594
7595,1h 43 min,"$275,000",,7595
7596,1h 35 min,,"$548,039",7596
7597,1h 44 min,"$13,000,000","$39,010,693",7597
7598,1h 14 min,"$4,340,000","$2,329,813",7598
7599,1h 28 min,"$5,000,000","$431,020",7599
7600,1h 39 min,,"$486,623",7600
7601,1h 40 min,"$30,000,000","$84,790,678",7601
7602,1h 48 min,"$60,000,000","$78,810,595",7602
7603,1h 42 min,"$10,000,000","$1,179,002",7603
7604,1h 46 min,"$90,000,000","$199,850,315",7604
7605,1h 41 min,,"$1,754,389",7605
7606,1h 41 min,"$36,000,000","$64,780,213",7606
7607,1h 28 min,"$24,000,000","$22,300,000",7607
7608,1h 29 min,"$60,000,000","$129,800,000",7608
7609,1h 40 min,"$6,000,000","$14,278,900",7609
7610,1h 47 min,,"$4,453,524",7610
7611,1h 29 min,"$15,000,000","$30,524,764",7611
7612,1h 52 min,"$50,000,000","$83,000,000",7612
7613,1h 44 min,"$13,000,000","$39,010,693",7613
7614,1h 35 min,,,7614
7615,1h 48 min,"$4,000,000","$9,930,095",7615
7616,1h 52 min,,"$4,706,919",7616
7617,1h 26 min,"$17,000,000","$75,041,738",7617
7618,1h 32 min,"$35,000,000","$64,811,540",7618
7619,0h 34 min,,,7619
7620,1h 31 min,,"$7,268,779",7620
7621,1h 31 min,,"$7,268,779",7621
7622,1h 47 min,"$30,000,000","$8,100,000",7622
7623,2h 15 min,"$45,000,000","$53,854,588",7623
7624,1h 42 min,"$15,000,000","$8,762,890",7624
7625,1h 37 min,"$25,000,000","$48,407,611",7625
7626,1h 15 min,,,7626
7627,1h 40 min,"$12,500,000","$49,002,684",7627
7628,1h 26 min,,,7628
7629,1h 52 min,"$135,000,000","$245,600,000",7629
7630,1h 37 min,"$15,000,000","$37,930,465",7630
7631,1h 51 min,"$3,100,000",,7631
7632,1h 14 min,,,7632
7633,2h 4 min,"$20,000,000","$11,390,479",7633
7634,1h 48 min,,,7634
7635,1h 37 min,,,7635
7636,1h 34 min,"$11,000,000","$593,683",7636
7637,1h 32 min,"$90,000,000","$233,755,553",7637
7638,2h 4 min,"$60,000,000","$60,052,138",7638
7639,1h 42 min,,,7639
7640,1h 38 min,,,7640
7641,1h 39 min,,"$3,945,729",7641
7642,1h 42 min,,"$382,879",7642
7643,1h 40 min,"$35,000,000","$117,000,198",7643
7644,1h 30 min,"$75,000,000","$367,300,000",7644
7645,1h 49 min,"$21,000,000","$28,000,000",7645
7646,1h 30 min,,,7646
7647,1h 43 min,"$150,000,000","$331,957,105",7647
7648,1h 52 min,"$12,000,000","$1,231,606",7648
7649,1h 48 min,,"$130,541",7649
7650,1h 35 min,"$8,000,000","$6,739,141",7650
7651,1h 32 min,"$6,000,000","$39,241,323",7651
7652,1h 58 min,"$23,030,000","$66,000,000",7652
7653,1h 39 min,,,7653
7654,1h 30 min,,"$2,325,977",7654
7655,1h 38 min,,"$673,523",7655
7656,1h 53 min,"$17,000,000","$29,789,000",7656
7657,1h 40 min,,,7657
7658,1h 33 min,"$4,642,619",,7658
7659,1h 20 min,"$8,000,000",,7659
7660,1h 40 min,"$40,000,000","$111,800,000",7660
7661,1h 34 min,"$8,500,000",,7661
7662,1h 31 min,"$150,000,000","$287,594,577",7662
7663,1h 41 min,,"$177,418",7663
7664,2h 13 min,"$11,000,000","$3,189,418",7664
7665,1h 42 min,"$4,000,000",,7665
7666,1h 50 min,"$6,000,000","$1,023,510",7666
7667,1h 27 min,,"$32,000,000",7667
7668,1h 38 min,"$12,000,000",,7668
7669,2h 8 min,"$28,000,000","$8,555,008",7669
7670,1h 32 min,"$10,000,000","$1,585,582",7670
7671,1h 50 min,"$75,000,000","$226,904,017",7671
7672,1h 40 min,"$25,000,000","$26,381,221",7672
7673,2h 16 min,"$18,000,000","$70,700,000",7673
7674,1h 30 min,"$15,000,000","$1,297,401",7674
7675,1h 46 min,"$2,500,000","$12,300,000",7675
7676,1h 45 min,"$40,000,000","$2,622,015",7676
7677,1h 43 min,"$17,000,000","$6,254,148",7677
7678,2h 15 min,"$50,000,000","$10,382,407",7678
7679,1h 47 min,"$15,000,000","$216,614,388",7679
7680,1h 33 min,"$35,000,000","$18,381,890",7680
7681,1h 49 min,,"$61,314,565",7681
7682,3h 13 min,"$100,000","$11,000,000",7682
7683,1h 26 min,,,7683
7684,1h 22 min,"$18,000,000","$43,300,000",7684
7685,1h 32 min,"$6,000,000","$1,020,921",7685
7686,1h 30 min,,,7686
7687,1h 49 min,"$200,000","$1,395,610",7687
7688,1h 48 min,"$30,000,000","$18,200,000",7688
7689,1h 29 min,"$10,000,000","$10,143,022",7689
7690,1h 30 min,"$42,000,000","$178,300,000",7690
7691,2h 7 min,"$4,000,000","$6,000,000",7691
7692,1h 39 min,"$46,000,000","$107,626,125",7692
7693,1h 32 min,,"$438,825",7693
7694,1h 58 min,"$125,000,000","$198,800,000",7694
7695,1h 36 min,"$19,000,000","$11,081,586",7695
7696,1h 9 min,"$24,000,000",,7696
7697,1h 35 min,"$1,500,000",,7697
7698,1h 35 min,,,7698
7699,1h 59 min,,,7699
7700,1h 38 min,,,7700
7701,1h 38 min,,,7701
7702,1h 46 min,,"$40,124",7702
7703,1h 24 min,,"$27,979,966",7703
7704,1h 38 min,"$40,000,000","$125,729,635",7704
7705,1h 30 min,"$3,000,000",,7705
7706,1h 40 min,,,7706
7707,1h 45 min,,,7707
7708,1h 38 min,"$10,000,000",,7708
7709,1h 53 min,"$40,000,000","$30,930,984",7709
7710,1h 44 min,"$45,000,000","$19,700,000",7710
7711,1h 44 min,"$9,000,000","$1,034,214",7711
7712,1h 48 min,"$25,697,387","$790,144",7712
