id,director,top_billed,budget_usd,revenue_usd
7548,Russell Mulcahy,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle, Ian McKellen",25000000,48100000
7549,Reginald Hudlin,"Eddie Murphy, Tracee Ellis Ross, Jillian Bell, Genneya Walton, Thaddeus J. Mixson",,
7550,Michael Duggan,"Eli Brown, Madison Iseman, Marcus Scribner, Jerry O'Connell, Natalie Zea",5000000,
7551,Dominique Rocher,"Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant, Sigrid Bouaziz, David Kammenos",,95208
7552,Bryan Buckley,"Melissa Rauch, Gary Cole, Thomas Middleditch, Sebastian Stan, Cecily Strong",3500000,615816
7553,Gus Van Sant,"Casey Affleck, Matt Damon",3500000,255000
7554,Carlo Verdone,"Carlo Verdone, Ilenia Pastorelli, Lucrezia Lante della Rovere, Maria Pia Calzone, Paola Minaccioni",,4154000
7555,Brian Robbins,"Kel Mitchell, Kenan Thompson, Sinbad, Abe Vigoda, Shar Jackson",8500000,23700000
7556,Gregor Jordan,"Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts, Joel Edgerton",,6585516
7557,Elizabeth Banks,"Keri Russell, Alden Ehrenreich, O'Shea Jackson Jr., Ray Liotta, Isiah Whitlock Jr.",32500000,88314672
7558,Björn Stein,"Julianne Moore, Jonathan Rhys Meyers, Jeffrey DeMunn, Frances Conroy, Nate Corddry",22000000,851517
7559,Oz Scott,"Raven-Symoné, Adrienne Bailon-Houghton, Kiely Williams, Sabrina Bryan, Lynn Whitfield",,
7560,Mark Steven Johnson,"Kat Graham, Tom Hopper, Raymond Ablack, Laura Hopper, Sean Amsing",,
7561,Kim Farrant,"Leighton Meester, Christina Wolfe, Ziad Bakri, Luke Norris, Amar Bukvić",,
7562,David Carson,"Angela Bettis, Patricia Clarkson, Rena Sofer, Kandyse McClure, Emilie de Ravin",5000000,
7563,Matthew Reilly,"Elsa Pataky, Luke Bracey, Aaron Glenane, Belinda Jombwe, Mayen Mehta",,
7564,Pierre Salvadori,"Adèle Haenel, Pio Marmaï, Audrey Tautou, Damien Bonnard, Vincent Elbaz",,
7565,Giulio Manfredonia,"Antonio Albanese, Sergio Rubini, Lorenza Indovina, Nicola Rignanese, Davide Giordano",,
7566,Laurent Tirard,"Maxime Godart, Valérie Lemercier, Kad Merad, Sandrine Kiberlain, François-Xavier Demaison",22700000,62794894
7567,Mimi Leder,"George Clooney, Nicole Kidman, Marcel Iureș, Aleksandr Baluev, Rene Medvešek",50000000,110463140
7568,Dennis Dugan,"Adam Sandler, Kevin James, Jessica Biel, Dan Aykroyd, Ving Rhames",85000000,187134117
7569,Kevin Kölsch,"Alex Essoe, Amanda Fuller, Fabianne Therese, Noah Segan, Shane Coffey",,
7570,Alexandre Bustillo,"James Jagger, Camille Rowe, Eric Savin, Carolina Massey, Alexis Servaes",,1900000
7571,Olivier Assayas,"Penélope Cruz, Edgar Ramírez, Gael García Bernal, Ana de Armas, Wagner Moura",10530000,1400000
7572,Todd Haynes,"Oakes Fegley, Millicent Simmonds, Julianne Moore, Michelle Williams, Cory Michael Smith",7000000,1947099
7573,Fred Walton,"Amy Steel, Ken Olandt, Deborah Foreman, Deborah Goodrich, Clayton Rohner",5000000,
7574,Mauro Borrelli,"Martin Lawrence, Melissa Roxburgh, John Malkovich, Aiden Turner, Jacob Grodnik",,
7575,Matt Angel,"Kate Siegel, Jason O'Mara, Dulé Hill, Lucie Guest, Jaime M. Callica",,
7576,Ole Bornedal,"Jeffrey Dean Morgan, Kyra Sedgwick, Natasha Calis, Madison Davenport, Rob LaBelle",14000000,85400000
7577,John Woo,"John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo, Frank Whaley",50000000,150300000
7578,Bharat Nalluri,"Peter Firth, Kit Harington, Elyes Gabel, Jennifer Ehle, Tim McInnerny",,1473809
7579,Zachary Donohue,"Melanie Papalia, Matt Riedy, David Schlachtenhaufen, Adam Shapiro, Matt Lasky",500000,410129
7580,Tom Shankland,"Eva Birthistle, Hannah Tointon, Stephen Campbell Moore, Rachel Shelley, Jeremy Sheffield",,
7581,Alister Grierson,"Richard Roxburgh, Ioan Gruffudd, Rhys Wakefield, Alice Parkinson, Dan Wyllie",30000000,108609310
7582,Neri Parenti,"Paolo Villaggio, Milena Vukotić, Gigi Reder, Plinio Fernando, Anna Mazzamauro",,
7583,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr.",35000000,46216641
7584,Don Edmonds,"Dyanne Thorne, Gregory Knoph, Tony Mumolo, Maria Marx, Nicolle Riddell",,
7585,Michael Katleman,"Dominic Purcell, Brooke Langton, Orlando Jones, Jürgen Prochnow, Gideon Emery",,15291277
7586,Peter Yates,"Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis, Alun Armstrong",27000000,16916617
7587,Nia DaCosta,"Yahya Abdul-Mateen II, Teyonah Parris, Colman Domingo, Nathan Stewart-Jarrett, Kyle Kaminsky",25000000,77411570
7588,Drew Pearce,"Jodie Foster, Sterling K. Brown, Sofia Boutella, Jeff Goldblum, Brian Tyree Henry",15000000,12371132
7589,Seth MacFarlane,"Seth MacFarlane, Charlize Theron, Amanda Seyfried, Liam Neeson, Giovanni Ribisi",40000000,86400000
7590,Lars Klevberg,"Kathryn Prescott, Tyler Young, Samantha Logan, Keenan Tracey, Priscilla Quintana",,
7591,Lewis Teague,"Robert Forster, Robin Riker, Michael V. Gazzo, Dean Jagger, Sydney Lassick",1500000,
7592,Stephen Kessler,"Chevy Chase, Beverly D'Angelo, Randy Quaid, Ethan Embry, Marisol Nichols",25000000,36400000
7593,Wally Pfister,"Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy, Kate Mara",100000000,103039258
7594,Yann Samuell,"Eric Elmosnino, Mathilde Seigner, Fred Testot, Alain Chabat, Vincent Bres",,12000000
7595,George A. Romero,"Lane Carroll, Will MacMillan, Harold Wayne Jones, Lynn Lowry, Lloyd Hollar",275000,
7596,Omar Naim,"Robin Williams, Mira Sorvino, Jim Caviezel, Mimi Kuzyk, Stephanie Romanov",,548039
7597,Jeff Wadlow,"DeWanda Wise, Taegen Burns, Pyper Braun, Betty Buckley, Tom Payne",13000000,39010693
7598,Quentin Dupieux,"Alain Chabat, Léa Drucker, Anaïs Demoustier, Benoît Magimel, Lena Lapres",4340000,2329813
7599,Kevin Lewis,"Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz, Chris Warner",5000000,431020
7600,Eliza Hittman,"Harris Dickinson, Madeline Weinstein, Kate Hodge, Neal Huff, Nicole Flyus",,486623
7601,Kimberly Peirce,"Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Ansel Elgort, Alex Russell",30000000,84790678
7602,Clark Johnson,"Michael Douglas, Kiefer Sutherland, Eva Longoria, Martin Donovan, Kim Basinger",60000000,78810595
7603,Ole Bornedal,"Ewan McGregor, Patricia Arquette, Josh Brolin, Lauren Graham, Nick Nolte",10000000,1179002
7604,Thor Freudenthal,"Logan Lerman, Brandon T. Jackson, Alexandra Daddario, Douglas Smith, Leven Rambin",90000000,199850315
7605,Andrew Jarecki,"Ryan Gosling, Kirsten Dunst, Frank Langella, Lily Rabe, Philip Baker Hall",,1754389
7606,Steve Pink,"John Cusack, Craig Robinson, Rob Corddry, Clark Duke, Sebastian Stan",36000000,64780213
7607,Tim Hill,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson, Brian Henson",24000000,22300000
7608,Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson, Robert Conrad",60000000,129800000
7609,Todd Holland,"Luke Edwards, Vince Trankina, Wendy Phillips, Dea McAllister, Sam McMurray",6000000,14278900
7610,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, J.K. Simmons, Chris Elliott",,4453524
7611,Mick Garris,"Brian Krause, Mädchen Amick, Alice Krige, Jim Haynie, Cindy Pickett",15000000,30524764
7612,Jonathan Lynn,"Eddie Murphy, Lane Smith, Sheryl Lee Ralph, Joe Don Baker, Victoria Rowell",50000000,83000000
7613,Jeff Wadlow,"DeWanda Wise, Taegen Burns, Pyper Braun, Betty Buckley, Tom Payne",13000000,39010693
7614,Tyler Spindel,"Adam Devine, Nina Dobrev, Pierce Brosnan, Ellen Barkin, Julie Hagerty",,
7615,Susanna White,"Ewan McGregor, Stellan Skarsgård, Damian Lewis, Naomie Harris, Jeremy Northam",4000000,9930095
7616,Oliver Parker,"Ben Barnes, Colin Firth, Rebecca Hall, Emilia Fox, Ben Chaplin",,4706919
7617,Steve Miner,"Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams, Adam Hann-Byrd",17000000,75041738
7618,Robert Redford,"Meryl Streep, Tom Cruise, Robert Redford, Andrew Garfield, Michael Peña",35000000,64811540
7619,Peter Chung,"Vin Diesel, Rhiana Griffith, Keith David, Tress MacNeille, Roger L. Jackson",,
7620,Nicolas Benamou,"José Garcia, André Dussollier, Caroline Vigneaux, Charlotte Gabris, Vincent Desagnat",,7268779
7621,Nicolas Benamou,"José Garcia, André Dussollier, Caroline Vigneaux, Charlotte Gabris, Vincent Desagnat",,7268779
7622,Jeffrey Nachmanoff,"Keanu Reeves, Alice Eve, Thomas Middleditch, John Ortiz, Nyasha Hatendi",30000000,8100000
7623,Ron Shelton,"Kevin Costner, Rene Russo, Don Johnson, Cheech Marin, Linda Hart",45000000,53854588
7624,Peter Cattaneo,"Rainn Wilson, Teddy Geiger, Josh Gad, Emma Stone, Christina Applegate",15000000,8762890
7625,Brett Ratner,"Chris Tucker, Charlie Sheen, Heather Locklear, Elise Neal, Paul Gleason",25000000,48407611
7626,Gabriela Tagliavini,"Blanca Suárez, Macarena García, Amaia Salamanca, Belén Cuesta, Maxi Iglesias",,
7627,Steve Pink,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant, Christopher McDonald",12500000,49002684
7628,Joe Lynch,"Anthony Mackie, Frank Grillo, Marcia Gay Harden, Teyonah Parris, Boris McGiver",,
7629,Dave Green,"Pete Ploszek, Alan Ritchson, Jeremy Howard, Noel Fisher, Megan Fox",135000000,245600000
7630,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini, Ray Liotta",15000000,37930465
7631,Benedek Fliegauf,"Eva Green, Matt Smith, Lesley Manville, Peter Wight, István Lénárt",3100000,
7632,Jim Kammerud,"Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee",,
7633,Bruce Robinson,"Andy García, Lance Henriksen, Uma Thurman, Graham Beckel, Kathy Baker",20000000,11390479
7634,Carrie Cracknell,"Dakota Johnson, Cosmo Jarvis, Henry Golding, Richard E. Grant, Nikki Amuka-Bird",,
7635,Robert Rodriguez,"YaYa Gosselin, Lyon Daniels, Andy Walken, Hala Finley, Lotus Blossom",,
7636,Daniel Benmayor,"Taylor Lautner, Marie Avgeropoulos, Adam Rayner, Rafi Gavron, Sam Medina",11000000,593683
7637,Walt Becker,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney, Kimberly Williams-Paisley",90000000,233755553
7638,Richard LaGravenese,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis, Emmy Rossum",60000000,60052138
7639,Lucky McKee,"Pollyanna McIntosh, Sean Bridgers, Angela Bettis, Lauren Ashley Carter, Zach Rand",,
7640,Tyler MacIntyre,"Brianna Hildebrand, Alexandra Shipp, Jack Quaid, Kevin Durand, Timothy V. Murphy",,
7641,Paul Currie,"Michiel Huisman, Teresa Palmer, Sam Reid, John Waters, Kerry Armstrong",,3945729
7642,Christopher Smith,"Sean Bean, Eddie Redmayne, Carice van Houten, Kimberley Nixon, John Lynch",,382879
7643,Thor Freudenthal,"Emma Roberts, Jake T. Austin, Don Cheadle, Johnny Simmons, Kyla Pratt",35000000,117000198
7644,Vicky Jenson,"Will Smith, Robert De Niro, Renée Zellweger, Jack Black, Angelina Jolie",75000000,367300000
7645,John Boorman,"Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis, Leonor Varela, Brendan Gleeson",21000000,28000000
7646,David Marmor,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Naomi Grossman",,
7647,Zhang Yimou,"Matt Damon, Jing Tian, Willem Dafoe, Andy Lau Tak-Wah, Pedro Pascal",150000000,331957105
7648,Anton Corbijn,"Robert Pattinson, Dane DeHaan, Joel Edgerton, Ben Kingsley, Kelly McCreary",12000000,1231606
7649,Anna Boden,"Ben Mendelsohn, Ryan Reynolds, Sienna Miller, Lio Tipton, Alfre Woodard",,130541
7650,Stuart Gordon,"Christopher Lambert, Kurtwood Smith, Loryn Locklin, Clifton Collins Jr., Jeffrey Combs",8000000,6739141
7651,Walt Becker,"Ryan Reynolds, Tara Reid, Tim Matheson, Kal Penn, Teck Holmes",6000000,39241323
7652,Jean-Marie Poiré,"Christian Clavier, Jean Reno, Muriel Robin, Marie-Anne Chazel, Christian Bujeau",23030000,66000000
7653,David Hackl,"Scott Eastwood, Mel Gibson, Tyrese Gibson, Kevin Durand, Famke Janssen",,
7654,John R. Leonetti,"Stanley Tucci, Kiernan Shipka, Miranda Otto, Kate Trotter, John Corbett",,2325977
7655,John McPhail,"Ella Hunt, Sarah Swire, Malcolm Cumming, Christopher Leveaux, Paul Kaye",,673523
7656,Harold Cronk,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain, Cassidy Gifford",17000000,29789000
7657,Paolo Genovese,"Aldo Baglio, Giovanni Storti, Giacomo Poretti, Angela Finocchiaro, Giovanni Esposito",,
7658,Daniel Calparsoro,"Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent",4642619,
7659,Adam Alleca,"Thomas Jane, Laurence Fishburne, Jim Watson, Ella Ballentine, Joanna Douglas",8000000,
7660,Etan Cohen,"Will Ferrell, Kevin Hart, Alison Brie, Craig T. Nelson, T.I.",40000000,111800000
7661,Lionel Steketee,"Thomas Ngijol, Fabrice Eboué, Joséphine de Meaux, Etienne Chicot, Ériq Ebouaney",8500000,
7662,Simon J. Smith,"Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman",150000000,287594577
7663,Jon Stewart,"Steve Carell, Rose Byrne, Chris Cooper, Brent Sexton, Mackenzie Davis",,177418
7664,Antonio Manetti,"Luca Marinelli, Miriam Leone, Valerio Mastandrea, Alessandro Roja, Serena Rossi",11000000,3189418
7665,Joe Wright,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell",4000000,
7666,Richard Stanley,"Nicolas Cage, Joely Richardson, Madeleine Arthur, Elliot Knight, Tommy Chong",6000000,1023510
7667,Penelope Spheeris,"Chris Farley, David Spade, Tim Matheson, Gary Busey, Chris Owen",,32000000
7668,Gerald McMorrow,"Eva Green, Ryan Phillippe, Bernard Hill, Sam Riley, Art Malik",12000000,
7669,Bill Condon,"Benedict Cumberbatch, Daniel Brühl, Anthony Mackie, David Thewlis, Alicia Vikander",28000000,8555008
7670,Rob Epstein,"Amanda Seyfried, Sharon Stone, Robert Patrick, Peter Sarsgaard, Hank Azaria",10000000,1585582
7671,Tarsem,"Henry Cavill, Mickey Rourke, Stephen Dorff, Freida Pinto, Luke Evans",75000000,226904017
7672,Fred Schepisi,"Tim Robbins, Meg Ryan, Walter Matthau, Lou Jacobi, Gene Saks",25000000,26381221
7673,Clint Eastwood,"Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke, Ronald Lacey",18000000,70700000
7674,Julien Seri,"Châu Belle Dinh, Williams Belle, Malik Diouf, Yann Hnautra, Guylain N'Guba-Boyeke",15000000,1297401
7675,Isabel Coixet,"Sarah Polley, Amanda Plummer, Scott Speedman, Mark Ruffalo, Leonor Watling",2500000,12300000
7676,David Twohy,"Matthew Davis, Bruce Greenwood, Olivia Williams, Zach Galifianakis, Scott Foley",40000000,2622015
7677,W.D. Richter,"Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum, Christopher Lloyd",17000000,6254148
7678,Roland Joffé,"Demi Moore, Gary Oldman, Robert Duvall, Robert Prosky, Edward Hardwicke",50000000,10382407
7679,Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Kelly Preston, Chloe Webb, Bonnie Bartlett",15000000,216614388
7680,Joachim Rønning,"Penélope Cruz, Salma Hayek Pinault, Steve Zahn, Dwight Yoakam, Denis Arndt",35000000,18381890
7681,Paul Weitz,"Dennis Quaid, Topher Grace, Scarlett Johansson, Marg Helgenberger, David Paymer",,61314565
7682,D.W. Griffith,"Henry B. Walthall, Lillian Gish, Miriam Cooper, Mae Marsh, Mary Alden",100000,11000000
7683,Aaron Hann,"Julie Benz, Carter Jenkins, Cesar Garcia, Mercy Malick, Lisa Pelikan",,
7684,Jake Kasdan,"Colin Hanks, Jack Black, Schuyler Fisk, Catherine O'Hara, John Lithgow",18000000,43300000
7685,Richard Loncraine,"Morgan Freeman, Diane Keaton, Carrie Preston, Cynthia Nixon, Alysia Reiner",6000000,1020921
7686,Gabriel Julien-Laferrière,"Samy Seghir, Jérémy Denisty, Rachida Brakni, Denis Podalydès, Chloé Coulloud",,
7687,Shane Abbess,"Andy Whitfield, Dwaine Stevenson, Erika Heynatz, Samantha Noble, Michael Piccirilli",200000,1395610
7688,Peter Howitt,"Ryan Phillippe, Rachael Leigh Cook, Tim Robbins, Claire Forlani, Richard Roundtree",30000000,18200000
7689,Joe Nussbaum,"Alexa PenaVega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton",10000000,10143022
7690,John Hamburg,"Ben Stiller, Jennifer Aniston, Philip Seymour Hoffman, Debra Messing, Alec Baldwin",42000000,178300000
7691,Alfred Hitchcock,"Frederick Stafford, Dany Robin, John Vernon, Karin Dor, Michel Piccoli",4000000,6000000
7692,John Singleton,"Samuel L. Jackson, Vanessa Williams, Jeffrey Wright, Christian Bale, Busta Rhymes",46000000,107626125
7693,Camille Griffin,"Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis, Lily-Rose Depp",,438825
7694,Len Wiseman,"Colin Farrell, Jessica Biel, Kate Beckinsale, Ethan Hawke, Bill Nighy",125000000,198800000
7695,John McNaughton,"Robert De Niro, Uma Thurman, Bill Murray, David Caruso, Mike Starr",19000000,11081586
7696,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy",24000000,
7697,Toa Fraser,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Emun Elliott",1500000,
7698,Fisher Stevens,"Christopher Walken, Al Pacino, Alan Arkin, Julianna Margulies, Addison Timlin",,
7699,Rubin Stein,"Milena Smit, Jaime Lorente, Carlos González Morollón, Anastasia Russo, Teresa Rabal",,
7700,Mary Lambert,"Brooke Shields, Cary Elwes, Lee Ross, Andi Osho, Tina Gray",,
7701,Mary Lambert,"Brooke Shields, Cary Elwes, Lee Ross, Andi Osho, Tina Gray",,
7702,Hugo Lilja,"Emelie Jonsson, Arvin Kananian, Bianca Cruzeiro, Anneli Martini, Jennie Silfverhjelm",,40124
7703,Gene Quintano,"Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry, Kathy Ireland",,27979966
7704,Dennis Gansel,"Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh, Natalie Burn",40000000,125729635
7705,Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza, Glenne Headly",3000000,
7706,Tony Aboyantz,"Louis de Funès, Michel Galabru, Maurice Risch, Jacques François, Guy Grosso",,
7707,LP,"Nasim Pedrad, Anna Camp, Lamorne Morris, Sarah Burns, Robbie Amell",,
7708,Laurent Tirard,"Jean Dujardin, Virginie Efira, Cédric Kahn, César Domboy, Stéphanie Papanian",10000000,
7709,Ang Lee,"Joe Alwyn, Kristen Stewart, Chris Tucker, Garrett Hedlund, Vin Diesel",40000000,30930984
7710,M.J. Bassett,"James Purefoy, Pete Postlethwaite, Alice Krige, Mackenzie Crook, Max von Sydow",45000000,19700000
7711,Tim Blake Nelson,"Edward Norton, Susan Sarandon, Richard Dreyfuss, Keri Russell, Melanie Lynskey",9000000,1034214
7712,Teddy Chan,"Jackie Chan, Eric Tsang-Chi Wai, Vivian Hsu, Wu Hsing-Guo, Min Kim",25697387,790144
7713,Steven Spielberg,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf, Ray Winstone",185000000,786636033
7714,Fausto Brizzi,"Christian De Sica, Enrico Brignano, Lucia Ocone, Anna Mazzamauro, Giulio Bartolomei",,
7715,William Eubank,"Brenton Thwaites, Olivia Cooke, Beau Knapp, Laurence Fishburne, Robert Longstreet",4000000,2665322
7716,Meir Zarchi,"Camille Keaton, Eron Tabor, Richard Pace, Anthony Nichols, Gunter Kleemann",80000,
7717,Troy Miller,"Michael Keaton, Kelly Preston, Mark Addy, Joseph Cross, Henry Rollins",27000000,34562925
7718,Oliver Hirschbiegel,"Nicole Kidman, Daniel Craig, Jackson Bond, Jeremy Northam, Jeffrey Wright",80000000,40170558
7719,Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Wendy Gazelle, Diane Baker",22000000,110627965
7720,Xavier Gens,"Bérénice Bejo, Nassim Lyes, Léa Léviant, Sandra Parfait, Aksel Üstün",,
7721,Irvin Kershner,"Peter Weller, Nancy Allen, Tom Noonan, Belinda Bauer, Willard E. Pugh",35000000,45681173
7722,Martin Campbell,"Chris O'Donnell, Robin Tunney, Bill Paxton, Scott Glenn, Izabella Scorupco",75000000,215663859
7723,Bill Bindley,"K.J. Apa, Maia Mitchell, Jacob Latimore, Halston Sage, Tyler Posey",,
7724,Robert Benton,"Anthony Hopkins, Nicole Kidman, Ed Harris, Gary Sinise, Wentworth Miller",30000000,24900000
7725,Tibor Takács,"Stephen Dorff, Christa Denton, Louis Tripp, Kelly Rowan, Jennifer Irwin",2500000,13539458
7726,Daniel Espinosa,"Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Tyrese Gibson",75000000,167635712
7727,Robert B. Weide,"Simon Pegg, Kirsten Dunst, Danny Huston, Megan Fox, Jeff Bridges",27000000,17286299
7728,Jonathan Glazer,"Nicole Kidman, Cameron Bright, Danny Huston, Lauren Bacall, Alison Elliott",20000000,23900000
7729,David Koepp,"Kevin Bacon, Amanda Seyfried, Avery Tiiu Essex, Colin Blumenau, Lowri Ann Richards",,
7730,Cate Shortland,"Teresa Palmer, Max Riemelt, Matthias Habich, Emma Bading, Elmira Bahrami",,397783
7731,Daniel Alfredson,"Anthony Hopkins, Jim Sturgess, Sam Worthington, Ryan Kwanten, Mark van Eeuwen",,2633527
7732,Olivier Dahan,"Nicole Kidman, Milo Ventimiglia, Paz Vega, Tim Roth, Parker Posey",30000000,26576000
7733,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong, Ashley Palmer",15000,193355800
7734,John Cameron Mitchell,"Elle Fanning, Alex Sharp, Nicole Kidman, Matt Lucas, Ruth Wilson",,
7735,Olivier Baroux,"Jean-Paul Rouve, Isabelle Nanty, Claire Nadeau, Théo Fernandez, Sarah Stern",,
7736,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Steven Perry, Lucas Grabeel",,
7737,Kevin Greutert,"Tobin Bell, Costas Mandylor, Betsy Russell, Cary Elwes, Sean Patrick Flanery",20000000,136435701
7738,James L. Brooks,"Adam Sandler, Téa Leoni, Paz Vega, Cloris Leachman, Shelbie Bruce",80000000,55000000
7739,Michael Mann,"Jamie Foxx, Colin Farrell, Gong Li, Naomie Harris, John Ortiz",135000000,163800000
7740,Oliver Park,"Nick Blood, Emm Wiseman, Paul Kaye, Allan Corduner, Daniel Ben Zenou",,
7741,Steven Soderbergh,"Meryl Streep, Gary Oldman, Antonio Banderas, Jeffrey Wright, Melissa Rauch",,
7742,Ben Stassen,"Yuri Lowenthal, Gemma Arterton, Isabelle Fuhrman, Melanie Griffith, Tim Curry",,71594792
7743,John A. Davis,"Debi Derryberry, Megan Cavanagh, Mark DeCarlo, Jeffrey Garcia, Patrick Stewart",25000000,80936232
7744,Michael Lehmann,"Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx, James McCaffrey",,
7745,Todd Robinson,"John Travolta, James Gandolfini, Jared Leto, Salma Hayek Pinault, Scott Caan",18000000,2520000
7746,Josh Ruben,"Sam Richardson, Milana Vayntrub, George Basil, Sarah Burns, Michael Chernus",6500000,937490
7747,Janus Metz,"Chris Pine, Thandiwe Newton, Jonathan Pryce, Laurence Fishburne, Corey Johnson",,
7748,Pascal Laugier,"Jessica Biel, Jodelle Ferland, Stephen McHattie, Jakob Davies, William B. Davis",18200000,
7749,Kirk Jones,"Jennifer Lopez, Chace Crawford, Anna Kendrick, Cameron Diaz, Elizabeth Banks",40000000,79700000
7750,Woody Allen,"Hank Azaria, Kenneth Branagh, Judy Davis, Leonardo DiCaprio, Melanie Griffith",12000000,5078660
7751,Ciarán Foy,"Charlie Shotwell, Lili Taylor, Kelly Reilly, Max Martini, Sadie Sink",,
7752,Gerard McMurray,"Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris, Mugga",13000000,137056262
7753,Tony Goldwyn,"Zach Braff, Jacinda Barrett, Casey Affleck, Rachel Bilson, Michael Weston",20000000,15851622
7754,Jung Byung-gil,"Joo Won, Lee Sung-jae, Jeong So-ri, Kim Bo-min, Camilla Belle",,
7755,David Frankel,"Steve Martin, Jack Black, Owen Wilson, Brian Dennehy, Anjelica Huston",41000000,8200000
7756,Joel Hopkins,"Emma Thompson, Pierce Brosnan, Celia Imrie, Timothy Spall, Louise Bourgoin",,
7757,Chris Weitz,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Dakota Fanning, Michael Sheen",50000000,709827462
7758,David Ross,"John Leguizamo, Katherine Waterston, Cynthia Nixon, Andy Comeau, Denis O'Hare",,44852
7759,Tinto Brass,"Malcolm McDowell, Teresa Ann Savoy, Helen Mirren, Peter O'Toole, John Steiner",17500000,23400000
7760,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill, Gloria Reuben",27000000,101646581
7761,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill, Gloria Reuben",27000000,101646581
7762,Rupert Wyatt,"Mark Wahlberg, John Goodman, Brie Larson, Michael Kenneth Williams, George Kennedy",25000000,39171130
7763,Carl Schultz,"Demi Moore, Michael Biehn, Jürgen Prochnow, Peter Friedman, Manny Jacobs",,18875011
7764,Adam Green,"Emma Bell, Shawn Ashmore, Kevin Zegers, Ed Ackerman, Rileah Vanderbilt",,3065860
7765,Garry Marshall,"Jane Fonda, Lindsay Lohan, Felicity Huffman, Dermot Mulroney, Cary Elwes",20000000,25000167
7766,Claude Zidi,"Christian Clavier, Gérard Depardieu, Roberto Benigni, Michel Galabru, Gottfried John",,1644060
7767,John Moore,"Dennis Quaid, Tyrese Gibson, Giovanni Ribisi, Miranda Otto, Tony Curran",45000000,21009180
7768,Hugh Wilson,"Shirley MacLaine, Nicolas Cage, Austin Pendleton, Edward Albert, James Rebhorn",20000000,27058304
7769,Luca Miniero,"Paola Cortellesi, Rocco Papaleo, Luca Argentero, Angela Finocchiaro, Ale",,
7770,Scott Coffey,"Emma Roberts, Evan Peters, John Cusack, Armando Riesco, Shannon Woodward",,
7771,Brian Gibson,"Craig T. Nelson, JoBeth Williams, Heather O'Rourke, Oliver Robins, Zelda Rubinstein",19000000,40996665
7772,Antonio Manetti,"Giacomo Gianniotti, Miriam Leone, Valerio Mastandrea, Monica Bellucci, Alessio Lapice",,1228459
