id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count
6776,Deliver Us from Evil,"Thriller, Crime, Horror",en,6.2,1,58,2014-07-01,2018
6777,Rollerball,"Science Fiction, Action",en,6.2,2,5,1975-06-25,522
6778,Bridget Jones: The Edge of Reason,"Comedy, Romance",en,6.2,1,48,2004-11-10,2752
6779,New York Stories,"Comedy, Drama",en,6.2,2,4,1989-03-10,367
6780,Final Destination 2,"Horror, Mystery",en,6.2,1,30,2003-01-31,4031
6781,Beckett,"Crime, Mystery, Thriller",it,6.2,1,49,2021-08-04,651
6782,Gone,"Thriller, Drama",en,6.2,1,34,2012-02-23,1136
6783,The Little Shop of Horrors,"Horror, Comedy, Fantasy",en,6.2,1,12,1960-08-05,400
6784,Can't Hardly Wait,"Comedy, Romance",en,6.2,1,40,1998-06-12,519
6785,The Replacement Killers,"Action, Crime, Thriller",en,6.2,1,27,1998-02-06,506
6786,Swordfish,"Action, Crime, Thriller",en,6.2,1,39,2001-06-08,2645
6787,Eat Pray Love,"Drama, Romance",en,6.2,2,13,2010-08-12,2411
6788,Hoffa,"Crime, History",en,6.2,2,20,1992-12-25,310
6789,Babe,"Fantasy, Drama, Comedy, Family",en,6.2,1,32,1995-07-18,2857
6790,American Pie 2,"Comedy, Romance",en,6.2,1,48,2001-08-10,4857
6791,Falling for Christmas,"Romance, Comedy, Family",en,6.2,1,35,2022-11-10,737
6792,The Voices,"Comedy, Crime, Horror, Fantasy",en,6.2,1,44,2014-01-19,1746
6793,A Long Way Down,"Comedy, Drama",en,6.2,1,36,2014-03-20,864
6794,The Eagle,"Adventure, Drama",en,6.2,1,54,2011-02-08,1276
6795,Father of the Bride Part II,"Comedy, Family",en,6.2,1,46,1995-12-08,725
6796,Bride Wars,"Comedy, Romance",en,6.2,1,29,2009-01-09,2994
6797,The Sea of Trees,Drama,en,6.2,1,50,2016-04-27,490
6798,Midnight Special,"Adventure, Drama, Science Fiction",en,6.2,1,52,2016-02-18,1865
6799,Johnny English Reborn,"Crime, Action, Comedy",en,6.2,1,41,2011-09-15,3257
6800,Severance,"Horror, Comedy, Thriller",en,6.2,1,36,2006-05-19,569
6801,The Wages of Fear,Action,fr,6.2,1,47,2024-03-28,429
6802,Entourage,"Comedy, Drama",en,6.2,1,44,2015-06-03,991
6803,The Angry Birds Movie,"Animation, Adventure, Comedy, Family",en,6.2,1,37,2016-05-11,3639
6804,Wolf Creek,"Horror, Thriller",en,6.2,1,44,2005-09-16,1147
6805,Hypnotic,"Mystery, Thriller, Science Fiction",en,6.2,1,33,2023-05-11,1201
6806,Antlers,"Drama, Horror, Mystery",en,6.2,1,39,2021-10-28,1081
6807,The Exorcist III,"Horror, Mystery",en,6.2,1,50,1990-08-17,754
6808,Gundala,"Action, Adventure, Science Fiction, Drama",id,6.2,2,3,2019-08-29,315
6809,Army of the Dead,"Action, Crime, Horror",en,6.2,2,28,2021-05-14,3978
6810,Night Watch,"Fantasy, Action, Thriller",ru,6.2,1,54,2004-07-08,722
6811,Mr. Magorium's Wonder Emporium,"Family, Fantasy, Comedy",en,6.2,1,33,2007-11-14,1234
6812,Return to Seoul,Drama,fr,6.2,1,59,2022-11-18,347
6813,Night of the Demons,"Horror, Comedy",en,6.2,1,30,1988-10-14,332
6814,Death Warrant,"Action, Crime, Thriller, Mystery",en,6.2,1,29,1990-09-14,554
6815,Chasing Liberty,"Comedy, Romance",en,6.2,1,51,2004-01-09,607
6816,Irish Wish,"Romance, Comedy, Fantasy",en,6.2,1,34,2024-03-14,387
6817,Captain Underpants: The First Epic Movie,"Action, Animation, Comedy, Family",en,6.2,1,29,2017-06-01,1195
6818,J. Edgar,"Drama, Crime, History",en,6.2,2,17,2011-11-09,2396
6819,One Missed Call,"Horror, Mystery, Fantasy",ja,6.2,1,52,2003-11-03,412
6820,Just Cause,"Action, Drama, Mystery, Thriller",en,6.2,1,42,1995-02-17,546
6821,Brad's Status,"Comedy, Drama",en,6.2,1,41,2017-09-14,393
6822,Fright Night,"Horror, Comedy",en,6.2,1,46,2011-08-18,1915
6823,Jamon Jamon,"Comedy, Drama, Romance",es,6.2,1,35,1992-09-03,349
6824,2 Days in Paris,"Comedy, Romance",en,6.2,1,36,2007-02-09,375
6825,Villains,"Comedy, Horror, Thriller",en,6.2,1,29,2019-09-20,392
6826,Parkland,"History, Drama",en,6.2,1,34,2013-10-02,357
6827,Annie,"Comedy, Drama, Family",en,6.2,1,58,2014-12-18,1269
6828,Rare Exports: A Christmas Tale,"Fantasy, Horror",fi,6.2,1,23,2010-12-03,550
6829,Cold Prey,"Horror, Mystery, Thriller",no,6.2,1,37,2006-10-13,400
6830,Alice and the Mayor,"Comedy, Drama",fr,6.2,1,43,2019-05-18,321
6831,Jigsaw,"Horror, Mystery",en,6.2,1,31,2017-10-25,3650
6832,The Extraordinary Adventures of Adèle Blanc-Sec,"Fantasy, Adventure, Action, Mystery",fr,6.2,1,45,2010-04-09,1320
6833,Diary of a Wimpy Kid,"Comedy, Family",en,6.2,1,32,2010-03-19,1575
6834,The Good Girl,"Drama, Comedy, Romance",en,6.2,1,33,2002-01-12,618
6835,Code 46,"Drama, Science Fiction, Thriller",en,6.2,1,33,2003-09-02,337
6836,Roommates Wanted,Comedy,fr,6.2,1,37,2016-04-20,356
6837,Black Butterfly,"Thriller, Mystery, Drama",en,6.2,1,33,2017-05-26,520
6838,Legend,"Adventure, Fantasy",en,6.2,1,34,1985-08-28,1210
6839,Hoodwinked!,"Animation, Comedy, Family, Crime",en,6.2,1,21,2005-12-16,1733
6840,Mad City,"Thriller, Drama",en,6.2,1,54,1997-11-07,335
6841,The Great Day,Comedy,it,6.2,1,30,2022-12-22,328
6842,Coup de Chance,"Comedy, Drama, Romance, Thriller, Crime",fr,6.2,1,36,2023-09-15,353
6843,There's No Place Like Home,"Comedy, Drama",it,6.2,1,43,2018-02-14,709
6844,This Is the End,"Action, Comedy",en,6.2,1,46,2013-06-12,6302
6845,Rock of Ages,"Comedy, Drama, Romance",en,6.2,2,3,2012-06-13,1252
6846,King Kong,"Adventure, Fantasy",en,6.2,2,14,1976-09-08,823
6847,Red Heat,"Action, Crime",en,6.2,1,44,1988-06-17,1427
6848,Deep Impact,"Action, Drama, Science Fiction",en,6.2,2,0,1998-05-08,2937
6849,Pacific Heights,Thriller,en,6.2,1,42,1990-09-28,360
6850,The Instigators,"Crime, Comedy, Action",en,6.2,1,42,2024-08-02,364
6851,The Bourne Legacy,"Action, Thriller",en,6.2,2,15,2012-08-08,5625
6852,W.,"Drama, History",en,6.2,2,9,2008-10-17,622
6853,Mad Max Beyond Thunderdome,"Action, Adventure, Science Fiction",en,6.2,1,47,1985-06-29,2893
6854,A View to a Kill,"Adventure, Action, Thriller",en,6.2,2,11,1985-05-24,1943
6855,Veronica,Horror,es,6.2,1,45,2017-08-25,1715
6856,Night at the Museum: Secret of the Tomb,"Adventure, Comedy, Fantasy, Family",en,6.2,1,38,2014-12-17,5813
6857,The Switch,"Comedy, Romance, Drama",en,6.2,1,41,2010-05-11,1867
6858,Cadet Kelly,"Family, TV Movie, Comedy",en,6.2,1,40,2002-03-07,578
6859,Return to the Blue Lagoon,"Adventure, Drama",en,6.2,1,38,1991-08-02,1160
6860,The Jewel of the Nile,"Adventure, Action, Comedy, Romance",en,6.2,1,46,1985-08-01,1131
6861,Kimi,"Thriller, Mystery, Crime",en,6.2,1,29,2022-02-10,858
6862,Pleasure,Drama,sv,6.2,1,48,2021-10-08,542
6863,Death Race: Beyond Anarchy,"Action, Thriller, Science Fiction",en,6.2,1,51,2018-10-02,329
6864,The Survivalist,"Drama, Science Fiction, Thriller",en,6.2,1,44,2015-04-15,320
6865,V/H/S/2,"Horror, Thriller",en,6.2,1,36,2013-06-06,1039
6866,The Expendables 3,"Action, Adventure, Thriller",en,6.2,2,6,2014-08-07,4937
6867,Takers,"Action, Crime, Drama, Thriller",en,6.2,1,47,2010-08-26,1260
6868,Wimbledon,"Comedy, Romance",en,6.2,1,38,2004-09-13,979
6869,Point of No Return,"Action, Crime, Thriller",en,6.2,1,48,1993-03-19,686
6870,Friday the 13th Part VI: Jason Lives,"Horror, Thriller",en,6.2,1,26,1986-08-01,1158
6871,The Limehouse Golem,"Horror, Mystery, Thriller",en,6.2,1,49,2016-10-18,630
6872,Monsters vs Aliens,"Animation, Family, Adventure, Science Fiction",en,6.2,1,34,2009-03-19,4590
6873,Beauty and the Beast: The Enchanted Christmas,"Animation, Family, Fantasy",en,6.2,1,12,1997-11-11,1010
6874,The Blob,"Horror, Science Fiction",en,6.2,1,22,1958-09-10,598
6875,American Wedding,"Comedy, Romance",en,6.2,1,43,2003-08-01,4035
6876,Aftermath,"Horror, Crime, Drama, Thriller",en,6.2,1,54,2021-08-04,592
6877,Sextuplets,Comedy,en,6.2,1,40,2019-08-16,834
6878,Turbo,"Animation, Family",en,6.2,1,36,2013-07-11,3320
6879,(T)Raumschiff Surprise - Periode 1,"Comedy, Science Fiction",de,6.2,1,27,2004-07-14,492
6880,Waterworld,"Adventure, Action, Science Fiction",en,6.2,2,15,1995-07-28,3654
6881,Waterworld,"Adventure, Action, Science Fiction",en,6.2,2,15,1995-07-28,3654
6882,Nick of Time,"Thriller, Crime, Action",en,6.2,1,29,1995-11-22,718
6883,Halloween,Horror,en,6.2,1,50,2007-08-31,2335
6884,A Dark Song,"Horror, Fantasy, Mystery",en,6.2,1,40,2016-07-08,461
6885,Mile 22,"Action, Thriller",en,6.2,1,34,2018-08-16,2193
6886,The Thing,"Horror, Science Fiction, Mystery",en,6.2,1,43,2011-10-12,2880
6887,Monsters,"Drama, Thriller, Science Fiction",en,6.2,1,34,2010-06-18,1554
6888,Dead Space: Downfall,"Animation, Horror, Science Fiction, Thriller",en,6.2,1,14,2008-10-27,338
6889,The Hole,"Crime, Drama, Horror, Thriller",en,6.2,1,42,2001-04-20,808
6890,Knight and Day,"Action, Comedy",en,6.2,1,49,2010-06-15,4413
6891,Needful Things,"Drama, Horror",en,6.2,2,0,1993-08-27,535
6892,Stake Land,"Drama, Horror, Science Fiction",en,6.2,1,38,2010-09-30,780
6893,Knowing,"Action, Mystery, Science Fiction, Thriller",en,6.2,2,1,2009-03-19,5267
6894,Rules of Engagement,"War, Drama",en,6.2,2,8,2000-04-07,688
6895,Mean Machine,"Comedy, Drama",en,6.2,1,39,2001-12-26,567
6896,Isn't It Romantic,"Comedy, Fantasy, Romance",en,6.2,1,29,2019-02-13,3454
6897,Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Fantasy, Family",en,6.2,1,58,2010-02-01,7407
6898,Flash Gordon,"Science Fiction, Comedy, Adventure, Action",en,6.2,1,51,1980-09-01,957
6899,The Catholic School,Drama,it,6.2,1,47,2021-10-07,410
6900,Centurion,"Adventure, Action, Drama",en,6.2,1,37,2010-02-15,1389
6901,The Invention of Lying,"Comedy, Fantasy, Romance",en,6.2,1,40,2009-10-02,2080
6902,Mater and the Ghostlight,"Animation, Comedy, Family, Horror",en,6.2,0,7,2006-07-27,438
6903,P2,"Horror, Thriller",en,6.2,1,38,2007-11-09,823
6904,Lake Mungo,"Horror, Thriller",en,6.2,1,27,2009-07-30,539
6905,"No Retreat, No Surrender",Action,en,6.2,1,34,1986-05-02,546
6906,The Incredible Hulk,"Science Fiction, Action, Adventure",en,6.2,1,54,2008-06-12,11685
6907,The Hangover Part III,Comedy,en,6.2,1,40,2013-05-23,8590
6908,Mortal Engines,"Adventure, Science Fiction",en,6.2,2,9,2018-11-27,4637
6909,Excision,"Drama, Horror",en,6.2,1,21,2012-09-12,540
6910,Phantasm II,"Action, Horror, Science Fiction, Thriller",en,6.2,1,37,1988-07-08,343
6911,Naples in Veils,Thriller,it,6.2,1,53,2017-12-28,448
6912,6 Bullets,"Thriller, Action, Crime",en,6.2,1,55,2012-09-11,351
6913,The Twilight Saga: Eclipse,"Adventure, Fantasy, Drama, Romance",en,6.2,2,4,2010-06-23,8700
6914,Bird on a Wire,"Action, Adventure, Comedy, Romance",en,6.2,1,50,1990-05-18,916
6915,Explorers,"Science Fiction, Adventure, Family",en,6.2,1,49,1985-07-12,448
6916,Asterix Conquers America,"Family, Animation, Adventure, Comedy",de,6.2,1,25,1994-09-29,594
6917,Blown Away,Action,en,6.2,2,1,1994-07-01,538
6918,Transformers: Dark of the Moon,"Action, Science Fiction, Adventure",en,6.2,2,34,2011-06-28,8251
6919,Paycheck,"Action, Adventure, Mystery, Science Fiction, Thriller",en,6.2,1,59,2003-12-25,1792
6920,For Love or Money,"Comedy, Romance",en,6.2,1,34,1993-10-01,343
6921,3 Men and a Baby,Comedy,en,6.2,1,42,1987-11-27,989
6922,Screamers,"Horror, Science Fiction, War",en,6.2,1,48,1995-09-08,525
6923,Hellraiser,"Horror, Mystery",en,6.2,2,1,2022-09-28,808
6924,"Jeff, Who Lives at Home","Drama, Comedy",en,6.2,1,23,2011-09-13,618
6925,The Kentucky Fried Movie,Comedy,en,6.2,1,23,1977-08-10,310
6926,Charlotte's Web,"Comedy, Family, Fantasy",en,6.2,1,37,2006-12-07,1358
6927,The Deliverance,"Horror, Thriller",en,6.2,1,52,2024-08-16,382
6928,Last Man Down,"Action, Thriller, Mystery",en,6.2,1,27,2021-03-30,670
6929,The Crew,"Drama, Crime, Thriller",fr,6.2,1,18,2016-05-04,328
6930,Criminal,"Action, Crime, Science Fiction",en,6.2,1,53,2016-04-07,1722
6931,The Land Before Time V: The Mysterious Island,"Animation, Family, Adventure",en,6.2,1,14,1997-09-12,314
6932,Zoolander,Comedy,en,6.2,1,29,2001-09-28,4407
6933,The Eyes of My Mother,"Drama, Horror",en,6.2,1,16,2016-12-02,310
6934,London Has Fallen,"Action, Thriller",en,6.2,1,39,2016-03-02,4650
6935,Kill List,"Horror, Thriller, Crime",en,6.2,1,35,2011-09-02,764
6936,Gigi,"Comedy, Romance",en,6.2,1,56,1958-05-15,313
6937,The Prince & Me,"Comedy, Romance",en,6.2,1,51,2004-03-28,985
6938,Unknown,"Thriller, Mystery, Adventure, Crime",en,6.2,1,25,2006-11-03,416
6939,The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Fantasy, Romance",en,6.2,1,57,2011-11-16,8715
6940,Sucker Punch,"Action, Fantasy, Thriller",en,6.2,1,50,2011-03-24,4675
6941,Spartan,"Mystery, Action, Drama, Thriller, Crime",en,6.2,1,42,2004-03-12,364
6942,Melinda and Melinda,"Comedy, Drama, Romance",en,6.2,1,40,2004-12-22,449
6943,Romy and Michele's High School Reunion,"Comedy, Romance",en,6.2,1,32,1997-04-25,517
6944,Fun with Dick and Jane,"Comedy, Crime",en,6.2,1,30,2005-12-21,2399
6945,Monster-in-Law,"Romance, Comedy",en,6.2,1,41,2005-05-13,1636
6946,The Deliverance,"Horror, Thriller",en,6.2,1,52,2024-08-16,382
6947,Turkish for Beginners,Comedy,de,6.2,1,45,2012-03-14,349
6948,Taking Woodstock,"Music, Comedy, Drama",en,6.2,2,0,2009-08-26,430
6949,Dante's Peak,"Action, Adventure, Drama, Thriller",en,6.2,1,48,1997-02-07,1848
6950,Los Bandoleros,"Action, Drama",en,6.2,0,20,2009-07-28,357
6951,American Mary,"Horror, Thriller",en,6.2,1,42,2013-01-11,508
6952,Night of the Comet,"Comedy, Horror, Science Fiction",en,6.2,1,35,1984-11-16,371
6953,House of 1000 Corpses,Horror,en,6.2,1,29,2003-04-11,1586
6954,Rambo III,"Action, Adventure, Thriller, War",en,6.2,1,42,1988-05-24,3136
6955,The Inbetweeners Movie,Comedy,en,6.2,1,37,2011-08-19,892
6956,Elizabethtown,"Comedy, Drama, Romance",en,6.2,2,3,2005-10-14,1077
6957,Krampus,"Horror, Comedy, Fantasy",en,6.2,1,38,2015-11-26,2133
6958,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family, Comedy",en,6.2,1,21,2014-10-08,1317
6959,The Dictator,Comedy,en,6.2,1,23,2012-05-15,5812
6960,The Immature,Comedy,it,6.2,1,48,2011-01-21,777
6961,Get Smart,"Action, Comedy, Thriller",en,6.2,1,50,2008-06-19,3529
6962,Fever Pitch,"Romance, Comedy",en,6.2,1,44,2005-04-06,685
6963,Critters 2,"Comedy, Horror, Science Fiction",en,6.2,1,26,1988-04-29,439
6964,Dune,"Action, Science Fiction, Adventure",en,6.2,2,17,1984-12-14,3015
6965,Mandy,"Fantasy, Action, Horror",en,6.2,2,2,2018-09-13,1887
6966,Kidnap,"Drama, Thriller",en,6.2,1,35,2017-06-16,1277
6967,Planes: Fire & Rescue,"Animation, Comedy, Adventure, Family",en,6.2,1,23,2014-07-17,845
6968,Short Circuit 2,"Comedy, Family, Science Fiction, Drama",en,6.2,1,50,1988-07-06,591
6969,The Woman in Red,"Comedy, Romance",en,6.2,1,27,1984-08-15,491
6970,The Outsider,"Crime, Drama, Mystery",en,6.2,2,0,2018-03-09,635
6971,Avalon High,"Fantasy, Family, Drama, TV Movie",en,6.2,1,31,2011-01-28,545
6972,Happy Feet,"Animation, Comedy, Family",en,6.2,1,48,2006-11-16,5045
6973,Transformers: Revenge of the Fallen,"Science Fiction, Action, Adventure",en,6.2,2,30,2009-06-19,8441
6974,The Yards,"Crime, Drama, Thriller",en,6.2,1,55,2000-04-27,446
6975,Final Fantasy: The Spirits Within,"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",en,6.2,1,46,2001-07-02,1453
6976,Diary of a Wimpy Kid,"Animation, Comedy, Family",en,6.2,0,58,2021-12-02,346
6977,The Hustle,"Comedy, Crime",en,6.2,1,34,2019-05-09,2465
6978,Teen Wolf,"Comedy, Fantasy, Romance",en,6.2,1,31,1985-08-23,1132
6979,The Good Neighbor,"Drama, Crime, Thriller, Horror",en,6.2,1,38,2016-09-16,437
6980,Road Trip,"Comedy, Adventure",en,6.2,1,33,2000-05-19,1912
6981,Run Fatboy Run,"Comedy, Romance",en,6.2,1,40,2007-09-06,676
6982,Police Story: Lockdown,"Action, Crime, Drama",zh,6.2,1,50,2013-12-24,360
6983,The Land Before Time IV: Journey Through the Mists,"Adventure, Animation, Comedy, Family",en,6.2,1,14,1996-11-01,330
6984,Just Friends,"Comedy, Romance",en,6.2,1,34,2005-11-23,1583
6985,Horrible Bosses 2,Comedy,en,6.2,1,48,2014-11-12,4092
6986,Red's Dream,"Animation, Family",en,6.2,0,4,1987-08-17,323
6987,Reign of Fire,"Adventure, Action, Fantasy",en,6.2,1,41,2002-07-09,2206
6988,Smoking Causes Coughing,"Comedy, Fantasy",fr,6.2,1,17,2022-11-30,328
6989,Risen,"Action, Adventure, Drama, Fantasy",en,6.2,1,47,2016-02-18,818
6990,Expend4bles,"Action, Adventure, Thriller",en,6.2,1,43,2023-09-15,1506
6991,Neighbors,Comedy,en,6.2,1,37,2014-05-08,6880
6992,The Rugrats Movie,"Family, Animation, Comedy, Adventure",en,6.2,1,20,1998-11-20,560
6993,Prospect,Science Fiction,en,6.2,1,38,2018-10-02,820
6994,The Interview,"Action, Comedy",en,6.2,1,53,2014-12-25,5728
6995,Maps to the Stars,Drama,en,6.2,1,52,2014-05-21,1068
6996,Here Comes the Boom,"Comedy, Action, Drama",en,6.2,1,45,2012-10-10,1416
6997,Jersey Girl,"Comedy, Romance, Drama",en,6.2,1,42,2004-03-25,1020
6998,My Son,"Thriller, Crime, Drama",en,6.2,1,35,2021-09-23,457
6999,The Tourist,"Action, Thriller, Romance",en,6.2,1,43,2010-12-08,5367
7000,Dark Blue,"Crime, Drama, Thriller, Action",en,6.2,1,58,2002-12-14,314
7001,Dark Blue,"Crime, Drama, Thriller, Action",en,6.2,1,58,2002-12-14,314
7002,Under the Riccione Sun,"Comedy, Romance",it,6.2,1,42,2020-07-01,552
7003,The Haunting in Connecticut,"Thriller, Horror",en,6.2,1,42,2009-03-27,1083
7004,Halloween 4: The Return of Michael Myers,"Horror, Thriller",en,6.2,1,28,1988-10-21,1883
7005,New York Minute,Comedy,en,6.2,1,31,2004-05-07,879
7006,The Mermaid: Lake of the Dead,"Horror, Fantasy, Romance",ru,6.2,1,30,2018-07-12,318
7007,Extinction,"Action, Adventure, Drama, Horror, Science Fiction, Thriller",en,6.2,1,50,2015-08-07,648
7008,Red Lights,Thriller,en,6.2,1,54,2012-03-02,1238
7009,The Mothman Prophecies,"Drama, Horror, Mystery",en,6.2,1,59,2002-01-25,1106
7010,Death Wish 3,"Action, Crime, Drama",en,6.2,1,30,1985-11-01,413
7011,Senseless,"Comedy, Romance",en,6.2,1,33,1998-02-20,357
7012,The Man with Two Brains,"Comedy, Science Fiction",en,6.2,1,33,1983-06-10,418
7013,The Hunted,"Drama, Action, Thriller, Crime",en,6.2,1,34,2003-03-11,794
7014,The Producers,Comedy,en,6.2,2,15,2005-12-25,462
7015,Friday the 13th Part 2,"Horror, Thriller",en,6.2,1,26,1981-05-01,1649
7016,The Dark and the Wicked,"Horror, Drama, Mystery",en,6.2,1,35,2020-04-16,441
7017,Braven,"Drama, Action, Thriller",en,6.2,1,34,2018-02-01,1010
7018,47 Ronin,"Drama, Action, Fantasy",en,6.2,1,59,2013-12-06,3792
7019,Spies Like Us,"Comedy, Adventure",en,6.2,1,42,1985-12-06,612
7020,Pink Flamingos,"Comedy, Crime",en,6.2,1,33,1972-03-17,489
7021,Radio Rebel,"Comedy, Drama, Family, TV Movie, Music",en,6.2,1,30,2012-06-09,816
7022,Land of the Dead,"Horror, Science Fiction",en,6.2,1,33,2005-06-18,1554
7023,Deep Rising,"Adventure, Action, Horror, Science Fiction",en,6.2,1,46,1998-01-30,700
7024,Gold,"Action, Adventure, Thriller",en,6.2,1,37,2022-01-13,575
7025,Ashby,"Drama, Romance, Comedy",en,6.2,1,42,2015-04-19,436
7026,American Pastoral,"Crime, Drama",en,6.2,1,48,2016-10-20,683
7027,He Never Died,"Comedy, Drama, Fantasy, Horror",en,6.2,1,39,2015-12-18,466
7028,Stretch,"Action, Comedy, Thriller",en,6.2,1,34,2014-10-14,645
7029,This Means War,"Action, Comedy, Romance",en,6.2,1,38,2012-02-14,3344
7030,The Joneses,"Comedy, Drama",en,6.2,1,36,2010-04-16,579
7031,The Edge of Love,"Drama, History, Romance",en,6.2,1,50,2008-06-20,366
7032,Billy Madison,Comedy,en,6.2,1,30,1995-02-10,1621
7033,Tales from the Darkside: The Movie,"Thriller, Comedy, Fantasy, Horror",en,6.2,1,33,1990-05-03,369
7034,Untraceable,"Thriller, Crime, Mystery, Drama, Horror",en,6.2,1,41,2008-01-22,877
7035,Free Willy,"Family, Adventure, Drama",en,6.2,1,52,1993-07-16,1791
7036,What Men Want,"Comedy, Romance",en,6.2,1,57,2019-02-08,1433
7037,A Bigger Splash,"Drama, Thriller, Romance",en,6.2,2,5,2015-11-26,748
7038,I Am Number Four,"Action, Thriller, Science Fiction, Adventure",en,6.2,1,49,2011-02-18,4620
7039,D2: The Mighty Ducks,"Comedy, Action, Family, Drama",en,6.2,1,46,1994-03-25,595
7040,Blood Father,"Action, Thriller, Drama",en,6.2,1,28,2016-08-11,1514
7041,Happy End,Drama,fr,6.2,1,50,2017-06-21,386
7042,Snake Eyes,"Thriller, Crime, Mystery",en,6.2,1,38,1998-08-07,1328
7043,The Decline,Thriller,fr,6.2,1,23,2020-02-27,412
7044,Death Wish,"Action, Crime, Thriller",en,6.2,1,47,2018-03-02,2548
7045,StreetDance 2,"Music, Romance, Drama",en,6.2,1,25,2012-03-30,380
7046,National Lampoon's European Vacation,"Adventure, Comedy, Romance",en,6.2,1,35,1985-07-25,853
7047,Chinese Zodiac,"Action, Adventure",cn,6.2,1,49,2012-12-20,801
7048,In Her Shoes,"Comedy, Drama, Romance",en,6.2,2,10,2005-10-07,1180
7049,Saw V,"Horror, Thriller, Crime",en,6.2,1,35,2008-10-23,3465
7050,Sabrina,"Comedy, Romance",en,6.2,2,7,1995-12-15,613
7051,The Devil's Own,"Crime, Thriller, Drama",en,6.2,1,47,1997-03-13,1197
7052,Throw Momma from the Train,"Comedy, Crime",en,6.2,1,28,1987-12-11,556
7053,The Other Woman,Drama,en,6.2,1,38,2010-10-28,372
7054,Youth in Revolt,"Comedy, Romance",en,6.2,1,29,2009-09-11,895
7055,Blood Work,"Thriller, Crime, Action, Mystery",en,6.2,1,50,2002-08-09,796
7056,Conquest of the Planet of the Apes,"Action, Science Fiction",en,6.2,1,28,1972-06-29,943
7057,I Kill Giants,"Fantasy, Drama",en,6.2,1,46,2017-11-15,1167
7058,Blitz,"Crime, Action, Thriller",en,6.2,1,37,2011-05-20,1629
7059,Varsity Blues,"Comedy, Drama, Romance",en,6.2,1,46,1999-01-15,411
7060,Assault on Precinct 13,"Thriller, Action, Adventure, Crime, Drama",en,6.2,1,49,2005-01-19,1072
7061,Accident Man,"Action, Crime, Thriller",en,6.2,1,41,2018-02-06,494
7062,Dream House,"Mystery, Drama, Thriller",en,6.2,1,24,2011-09-29,1336
7063,Bad Lieutenant: Port of Call - New Orleans,"Drama, Crime",en,6.2,2,2,2009-09-11,1110
7064,Mark Felt: The Man Who Brought Down the White House,"Drama, History, Thriller",en,6.2,1,43,2017-09-28,495
7065,Welcome Mr. President!,Comedy,it,6.2,1,38,2013-03-21,679
7066,A Lonely Place to Die,"Adventure, Action, Thriller, Crime",en,6.2,1,39,2011-04-09,566
7067,Blue Thunder,"Drama, Action, Thriller",en,6.2,1,50,1983-02-05,469
7068,In the Shadow of the Moon,"Science Fiction, Thriller",en,6.2,1,55,2019-09-27,1397
7069,Desierto,"Thriller, Drama",en,6.2,1,28,2015-04-12,363
7070,Beauty and the Beast,"Fantasy, Romance",fr,6.2,1,52,2014-02-12,2016
7071,White Bird in a Blizzard,"Thriller, Drama",en,6.2,1,31,2014-08-14,716
7072,The Company You Keep,"Drama, Thriller",en,6.2,2,1,2012-12-20,691
7073,"Tomorrow, When the War Began","Action, Adventure, Drama",en,6.2,1,43,2010-08-08,499
7074,Magic Mike,"Drama, Comedy",en,6.2,1,50,2012-06-28,2906
7075,Escort in Love,Comedy,it,6.2,1,35,2011-03-18,612
7076,The Blue Lagoon,"Romance, Adventure",en,6.2,1,44,1980-07-05,1803
7077,Saw IV,"Horror, Thriller, Crime",en,6.2,1,33,2007-10-25,3737
7078,The Kid Who Would Be King,"Action, Adventure, Fantasy, Family",en,6.2,2,0,2019-01-16,745
7079,The Art of the Steal,"Comedy, Crime",en,6.2,1,30,2013-09-20,550
7080,Trapped,"Action, Crime, Thriller, Drama",en,6.2,1,46,2002-09-20,555
7081,Session 9,"Horror, Mystery",en,6.2,1,40,2001-08-10,891
7082,Terminator 3: Rise of the Machines,"Action, Thriller, Science Fiction",en,6.2,1,49,2003-07-02,6588
7083,Otherhood,Comedy,en,6.2,1,40,2019-08-13,450
7084,After the Sunset,"Action, Comedy, Crime, Drama",en,6.2,1,37,2004-11-12,750
7085,S.W.A.T.,"Action, Thriller, Crime",en,6.2,1,57,2003-08-08,2467
7086,Hummingbird,"Action, Thriller",en,6.2,1,40,2013-05-07,1676
7087,Everything Must Go,"Comedy, Drama, Romance",en,6.2,1,37,2011-05-13,595
7088,Shallow Hal,"Comedy, Romance",en,6.2,1,54,2001-11-01,2869
7089,Cheaper by the Dozen 2,"Comedy, Family, Adventure",en,6.2,1,34,2005-12-21,1966
7090,Beneath the Planet of the Apes,"Adventure, Science Fiction, Mystery",en,6.2,1,35,1970-04-23,1310
7091,Wakefield,Drama,en,6.2,1,46,2017-05-19,401
7092,Never Been Kissed,"Romance, Comedy, Drama",en,6.2,1,47,1999-04-09,1472
7093,Antz,"Family, Animation, Adventure, Comedy",en,6.2,1,23,1998-10-02,4412
7094,Blacklight,"Action, Thriller, Drama, Adventure",en,6.2,1,44,2022-02-10,1094
7095,Bowfinger,Comedy,en,6.2,1,37,1999-08-12,838
